Daily_Time_Spent_on_Site,Age,Area_Income,Daily_Internet_Usage,Ad_Topic_Line,Gender,Country,Timestamp,Clicked_on_Ad,Continent,Parent_Country,Hour,Day
51.87,37,62772.42,109.29,Robust uniform framework,Male,Luxembourg,2016-01-26 02:47:00,1,Europe,Luxembourg,02:00,Tuesday
42.04,37,23936.86,181.02,Total directional approach,Female,Senegal,2016-02-10 19:20:00,1,Africa,Senegal,19:00,Wednesday
80.3,37,53058.91,128.17,Centralized logistical secured line,Female,Australia,2016-02-19 20:49:00,0,Oceania,Australia,20:00,Friday
43.6,39,39840.55,236.87,Robust holistic application,Female,Uruguay,2016-05-06 21:07:00,1,South America,Uruguay,21:00,Friday
62.14,42,57868.44,243.61,Robust logistical utilization,Male,Czech Republic,2016-06-24 08:42:00,1,Europe,Czech Republic,08:00,Friday
59.22,37,68877.02,108.1,Vision-oriented attitude-oriented Internet solution,Female,Burundi,2016-02-22 07:04:00,0,Africa,Burundi,07:00,Monday
71.03,39,38067.08,124.44,Cloned object-oriented benchmark,Female,Ireland,2016-05-08 22:24:00,1,Europe,Ireland,22:00,Sunday
44.78,26,32252.38,131.76,Programmable uniform website,Male,Dominica,2016-01-05 16:26:00,0,North America,Dominica,16:00,Tuesday
88.12,38,56782.18,230.93,Vision-oriented attitude-oriented Internet solution,Female,Uganda,2016-06-16 03:17:00,1,Africa,Uganda,03:00,Thursday
68.18,28,55121.65,172.81,Inverse local hub,Female,Gabon,2016-02-15 16:52:00,0,Africa,Gabon,16:00,Monday
89.05,44,33553.9,187.76,Down-sized background groupware,Male,Norway,2016-04-17 19:10:00,1,Europe,Norway,19:00,Sunday
70.44,49,50723.67,125.45,Robust uniform framework,Female,Bahamas,2016-04-06 11:24:00,0,North America,Bahamas,11:00,Wednesday
84.73,45,66574.0,158.42,Optimized upward-trending productivity,Male,Ukraine,2016-03-05 12:03:00,1,Europe,Ukraine,12:00,Saturday
59.59,22,51257.26,136.21,Programmable empowering orchestration,Female,Cote d'Ivoire,2016-02-10 06:37:00,0,Africa,Ivory Coast,06:00,Wednesday
70.44,34,59785.94,160.03,Function-based incremental standardization,Female,Brunei Darussalam,2016-04-10 19:48:00,0,Asia,Brunei Darussalam,19:00,Sunday
74.54,34,59785.94,203.44,Cloned explicit middleware,Female,Brunei Darussalam,2016-04-27 04:28:00,1,Asia,Brunei Darussalam,04:00,Wednesday
80.3,52,33951.63,186.37,Programmable uniform website,Male,Australia,2016-01-05 16:26:00,1,Oceania,Australia,16:00,Tuesday
51.24,39,38067.08,214.42,Phased zero tolerance extranet,Female,Somalia,2016-01-03 17:10:00,1,Africa,Somalia,17:00,Sunday
55.6,54,42993.48,240.63,Automated stable help-desk,Female,Saint Pierre and Miquelon,2016-03-31 20:55:00,1,North America,Saint Pierre and Miquelon,20:00,Thursday
82.07,48,52736.33,123.13,Integrated coherent pricing structure,Male,Brazil,2016-07-17 01:13:00,1,South America,Brazil,01:00,Sunday
88.12,25,50671.6,241.03,Up-sized maximized model,Male,Georgia,2016-04-28 02:55:00,0,Asia,Georgia,02:00,Thursday
56.39,46,58966.22,231.95,Proactive actuating Graphical User Interface,Male,Australia,2016-02-09 05:28:00,1,Oceania,Australia,05:00,Tuesday
60.53,38,51920.49,154.75,Virtual bandwidth-monitored initiative,Female,Western Sahara,2016-07-19 12:05:00,1,Africa,Western Sahara,12:00,Tuesday
32.91,29,53431.35,216.49,Re-engineered optimal policy,Female,Qatar,2016-01-14 00:23:00,0,Asia,Qatar,00:00,Thursday
89.0,38,18368.57,198.45,Devolved zero administration intranet,Male,Turkey,2016-02-28 23:54:00,1,Asia,Turkey,23:00,Sunday
40.47,35,25603.93,236.87,De-engineered attitude-oriented projection,Female,Qatar,2016-07-18 01:36:00,0,Asia,Qatar,01:00,Monday
49.21,27,36884.23,193.29,Configurable tertiary capability,Female,Qatar,2016-04-24 13:46:00,1,Asia,Qatar,13:00,Sunday
55.6,29,50055.33,158.56,Diverse leadingedge website,Female,Uganda,2016-04-22 22:01:00,1,Africa,Uganda,22:00,Friday
59.51,29,69646.35,200.71,Digitized content-based circuit,Female,Burundi,2016-06-12 21:21:00,0,Africa,Burundi,21:00,Sunday
74.27,51,41547.62,184.23,Extended context-sensitive monitoring,Male,Honduras,2016-07-13 01:48:00,1,North America,Honduras,01:00,Wednesday
81.22,26,51463.17,259.76,Function-based optimizing protocol,Female,Bulgaria,2016-03-30 23:40:00,1,Europe,Bulgaria,23:00,Wednesday
78.79,36,50628.31,203.9,Total cohesive moratorium,Male,Belize,2016-04-10 03:30:00,1,North America,Belize,03:00,Sunday
50.63,39,19991.72,236.87,Vision-oriented attitude-oriented Internet solution,Female,Venezuela,2016-04-07 15:18:00,0,South America,Venezuela,15:00,Thursday
53.92,42,61840.26,243.61,Virtual 5thgeneration neural-net,Male,United Kingdom,2016-04-06 11:24:00,1,Europe,United Kingdom,11:00,Wednesday
69.62,34,60283.98,224.44,Cloned explicit middleware,Male,Czech Republic,2016-07-19 12:05:00,1,Europe,Czech Republic,12:00,Tuesday
51.24,36,70592.81,140.46,Progressive clear-thinking open architecture,Female,Montenegro,2016-07-18 01:36:00,0,Europe,Montenegro,01:00,Monday
36.73,42,60514.05,238.58,Right-sized mobile initiative,Female,Netherlands Antilles,2016-05-19 14:30:00,1,North America,Netherlands,14:00,Thursday
41.73,28,61840.26,199.39,Managed zero tolerance concept,Male,Luxembourg,2016-04-21 19:56:00,0,Europe,Luxembourg,19:00,Thursday
67.69,40,44248.52,111.8,Assimilated actuating policy,Male,French Guiana,2016-02-28 23:54:00,0,South America,French Guiana,23:00,Sunday
38.37,32,69481.85,172.83,Profound maximized workforce,Female,Serbia,2016-06-09 21:43:00,1,Europe,Serbia,21:00,Thursday
49.21,40,62669.59,111.94,Fully-configurable foreground solution,Male,Greece,2016-01-17 18:45:00,0,Europe,Greece,18:00,Sunday
53.68,29,50960.08,216.49,Mandatory coherent groupware,Female,Lao People's Democratic Republic,2016-02-11 13:26:00,0,Asia,Lao People's Democratic Republic,13:00,Thursday
89.34,32,55424.24,178.92,Business-focused transitional solution,Male,Latvia,2016-03-31 20:55:00,0,Europe,Latvia,20:00,Thursday
56.39,54,58966.22,218.61,Automated stable help-desk,Male,Czech Republic,2016-06-17 20:18:00,1,Europe,Czech Republic,20:00,Friday
54.08,36,50628.31,115.26,Operative stable moderator,Male,Honduras,2016-06-20 08:22:00,0,North America,Honduras,08:00,Monday
59.59,48,43974.49,157.04,Polarized tangible collaboration,Female,Brazil,2016-07-17 01:13:00,1,South America,Brazil,01:00,Sunday
59.51,60,58966.22,153.76,Universal empowering adapter,Female,Australia,2016-01-05 16:26:00,1,Oceania,Australia,16:00,Tuesday
75.84,25,50506.44,241.03,Multi-layered fresh-thinking neural-net,Female,Micronesia,2016-07-08 17:14:00,0,Oceania,Micronesia,17:00,Friday
86.06,32,55424.24,178.92,Business-focused transitional solution,Male,Latvia,2016-03-31 20:55:00,0,Europe,Latvia,20:00,Thursday
79.81,23,56457.01,211.38,Synchronized user-facing core,Male,Croatia,2016-05-19 14:30:00,1,Europe,Croatia,14:00,Thursday
60.23,43,53922.43,163.48,Reverse-engineered maximized focus group,Female,Bangladesh,2016-04-03 21:13:00,1,Asia,Bangladesh,21:00,Sunday
46.61,41,76435.3,126.39,Polarized logistical hub,Female,El Salvador,2016-05-25 20:10:00,1,North America,El Salvador,20:00,Wednesday
59.59,34,59785.94,160.03,Cloned explicit middleware,Female,Samoa,2016-04-27 04:28:00,1,Oceania,Samoa,04:00,Wednesday
80.47,35,64564.07,131.55,Reactive composite project,Male,Finland,2016-03-14 14:13:00,1,Europe,Finland,14:00,Monday
53.92,31,56180.93,240.64,Sharable reciprocal project,Male,Israel,2016-07-08 03:47:00,0,Asia,Israel,03:00,Friday
55.6,35,73889.99,236.87,Persevering reciprocal firmware,Male,Niger,2016-01-26 02:47:00,0,Africa,Niger,02:00,Tuesday
83.71,38,57868.44,137.24,Profit-focused dedicated utilization,Female,Bulgaria,2016-04-22 02:07:00,1,Europe,Bulgaria,02:00,Friday
39.36,42,57868.44,238.58,Innovative interactive portal,Male,Czech Republic,2016-01-15 19:40:00,1,Europe,Czech Republic,19:00,Friday
80.3,52,33951.63,229.12,Devolved regional moderator,Male,Switzerland,2016-01-12 10:07:00,1,Europe,Switzerland,10:00,Tuesday
51.56,52,73049.3,234.75,Streamlined homogeneous analyzer,Female,Eritrea,2016-02-05 16:50:00,1,Africa,Eritrea,16:00,Friday
67.85,28,72203.96,138.87,Organized global flexibility,Male,Liberia,2016-07-08 03:47:00,0,Africa,Liberia,03:00,Friday
46.61,43,66291.67,198.45,Polarized tangible collaboration,Female,Bangladesh,2016-01-04 22:27:00,1,Asia,Bangladesh,22:00,Monday
55.6,35,57739.03,226.54,Business-focused real-time toolset,Male,Hong Kong,2016-07-02 20:23:00,0,Asia,Hong Kong,20:00,Saturday
36.73,31,59886.58,207.17,Enterprise-wide tangible model,Male,Hong Kong,2016-03-30 01:05:00,0,Asia,Hong Kong,01:00,Wednesday
81.75,33,58966.22,215.18,Adaptive contextually-based methodology,Male,Vanuatu,2016-07-03 04:11:00,0,Oceania,Vanuatu,04:00,Sunday
81.75,49,45632.51,168.34,Streamlined homogeneous analyzer,Female,Eritrea,2016-03-11 00:05:00,0,Africa,Eritrea,00:00,Friday
80.3,60,68448.94,195.69,Self-enabling local strategy,Female,Netherlands,2016-04-04 20:01:00,1,Europe,Netherlands,20:00,Monday
59.51,30,58677.69,219.94,Synchronized systemic hierarchy,Female,Qatar,2016-06-29 10:50:00,0,Asia,Qatar,10:00,Wednesday
60.53,22,56683.32,133.2,Extended analyzing emulation,Female,Samoa,2016-06-12 21:21:00,0,Oceania,Samoa,21:00,Sunday
41.73,28,61840.26,221.94,Organized global flexibility,Male,Luxembourg,2016-04-08 22:40:00,0,Europe,Luxembourg,22:00,Friday
56.39,46,33951.63,231.95,Proactive actuating Graphical User Interface,Male,Australia,2016-04-06 14:16:00,1,Oceania,Australia,14:00,Wednesday
52.68,39,71222.4,199.79,Networked even-keeled workforce,Male,American Samoa,2016-01-14 16:30:00,0,Oceania,American Samoa,16:00,Thursday
37.0,32,55424.24,178.92,Business-focused transitional solution,Male,Ghana,2016-03-31 20:55:00,0,Africa,Ghana,20:00,Thursday
40.47,54,64021.55,222.25,Front-line bandwidth-monitored capacity,Female,Spain,2016-02-26 19:48:00,0,Europe,Spain,19:00,Friday
53.92,28,53058.91,230.52,Intuitive exuding service-desk,Female,Costa Rica,2016-01-23 17:39:00,1,North America,Costa Rica,17:00,Saturday
55.6,24,52252.91,182.2,Profound optimizing utilization,Female,Algeria,2016-01-31 05:12:00,0,Africa,Algeria,05:00,Sunday
85.62,25,39699.13,236.19,Customizable multi-tasking website,Female,United Arab Emirates,2016-06-03 06:34:00,0,Asia,United Arab Emirates,06:00,Friday
54.88,50,52736.33,123.13,Integrated coherent pricing structure,Female,Micronesia,2016-06-26 11:52:00,1,Oceania,Micronesia,11:00,Sunday
35.61,37,75180.2,108.1,Vision-oriented attitude-oriented Internet solution,Female,French Southern Territories,2016-02-10 19:20:00,1,Antarctica,France,19:00,Wednesday
53.68,29,53431.35,217.1,Multi-channeled scalable moratorium,Male,Moldova,2016-03-24 02:01:00,1,Europe,Moldova,02:00,Thursday
90.97,49,64564.07,187.76,Reactive composite project,Male,Sao Tome and Principe,2016-02-05 16:50:00,0,Africa,Sao Tome and Principe,16:00,Friday
52.84,42,60514.05,146.8,Innovative interactive portal,Female,Czech Republic,2016-07-19 12:05:00,1,Europe,Czech Republic,12:00,Tuesday
55.6,35,56113.37,236.87,Business-focused real-time toolset,Female,United Arab Emirates,2016-04-07 15:18:00,0,Asia,United Arab Emirates,15:00,Thursday
57.86,40,40468.53,229.12,User-friendly upward-trending intranet,Female,Bangladesh,2016-02-17 20:22:00,1,Asia,Bangladesh,20:00,Wednesday
56.39,40,38067.08,140.46,Face-to-face analyzing encryption,Female,United Arab Emirates,2016-07-13 16:12:00,1,Asia,United Arab Emirates,16:00,Wednesday
63.45,42,58151.87,231.48,Virtual 5thgeneration neural-net,Male,Czech Republic,2016-02-19 13:26:00,0,Europe,Czech Republic,13:00,Friday
56.39,29,69456.83,221.98,Profit-focused attitude-oriented task-force,Female,Belgium,2016-01-11 02:07:00,1,Europe,Belgium,02:00,Monday
65.65,29,56113.37,112.72,Balanced executive definition,Female,Burundi,2016-07-13 07:41:00,0,Africa,Burundi,07:00,Wednesday
83.4,22,41851.38,219.69,Digitized content-based circuit,Female,Saudi Arabia,2016-03-11 00:05:00,0,Asia,Saudi Arabia,00:00,Friday
59.05,38,57868.44,218.97,Vision-oriented attitude-oriented Internet solution,Female,Tonga,2016-05-30 20:07:00,1,Oceania,Tonga,20:00,Monday
47.48,29,61172.07,158.56,Programmable uniform website,Female,Algeria,2016-04-17 21:39:00,0,Africa,Algeria,21:00,Sunday
40.47,29,56113.37,208.05,Digitized zero-defect implementation,Female,Burundi,2016-06-19 22:08:00,0,Africa,Burundi,22:00,Sunday
66.08,33,39616.0,122.31,Grass-roots coherent extranet,Female,Central African Republic,2016-05-12 21:32:00,1,Africa,Central African Republic,21:00,Thursday
50.33,31,56180.93,124.44,Phased hybrid superstructure,Female,Venezuela,2016-06-15 11:56:00,0,South America,Venezuela,11:00,Wednesday
45.7,32,69481.85,178.92,Business-focused transitional solution,Male,Ghana,2016-01-09 03:45:00,0,Africa,Ghana,03:00,Saturday
73.89,31,39799.73,212.87,Sharable reciprocal project,Female,Liberia,2016-06-21 14:32:00,0,Africa,Liberia,14:00,Tuesday
46.61,29,66429.84,120.06,Configurable mission-critical algorithm,Female,Greece,2016-05-12 21:32:00,1,Europe,Greece,21:00,Thursday
59.59,48,43974.49,167.67,Polarized tangible collaboration,Female,Bangladesh,2016-04-21 09:30:00,1,Asia,Bangladesh,09:00,Thursday
89.05,51,57868.44,111.94,Focused coherent success,Male,Burkina Faso,2016-04-03 21:13:00,1,Africa,Burkina Faso,21:00,Sunday
56.39,46,33951.63,194.23,Virtual 5thgeneration neural-net,Male,Cuba,2016-01-12 10:07:00,1,North America,Cuba,10:00,Tuesday
55.6,54,38609.2,182.2,Focused upward-trending core,Female,Bahrain,2016-03-31 20:55:00,0,Asia,Bahrain,20:00,Thursday
55.6,39,61601.05,222.25,Intuitive exuding service-desk,Female,Niger,2016-07-03 09:22:00,0,Africa,Niger,09:00,Sunday
51.24,32,69481.85,219.94,Up-sized 6thgeneration moratorium,Female,Serbia,2016-06-09 21:43:00,1,Europe,Serbia,21:00,Thursday
41.73,28,59677.64,199.39,Sharable reciprocal project,Male,American Samoa,2016-01-05 16:26:00,0,Oceania,American Samoa,16:00,Tuesday
83.71,26,50628.31,126.39,Upgradable multi-tasking initiative,Male,Italy,2016-01-08 19:38:00,0,Europe,Italy,19:00,Friday
55.6,39,56180.93,124.44,Intuitive exuding service-desk,Female,Bahrain,2016-06-10 10:11:00,0,Asia,Bahrain,10:00,Friday
51.3,48,34418.09,123.13,Function-based context-sensitive secured line,Male,Turkey,2016-07-17 01:13:00,1,Asia,Turkey,01:00,Sunday
74.54,50,57868.44,123.13,Realigned content-based leverage,Female,Tonga,2016-04-04 07:07:00,1,Oceania,Tonga,07:00,Monday
50.63,39,37334.78,210.6,Operative full-range forecast,Male,Luxembourg,2016-06-20 14:20:00,1,Europe,Luxembourg,14:00,Monday
54.88,43,54106.21,121.28,Reverse-engineered maximized focus group,Female,Northern Mariana Islands,2016-05-09 21:54:00,1,Oceania,United States of America,21:00,Monday
44.78,38,72272.9,206.98,Monitored executive architecture,Male,Western Sahara,2016-05-13 11:57:00,1,Africa,Western Sahara,11:00,Friday
39.36,23,25739.09,172.81,Networked impactful framework,Female,Singapore,2016-02-08 07:33:00,0,Asia,Singapore,07:00,Monday
80.31,31,67575.12,174.88,Stand-alone radical throughput,Female,Gabon,2016-06-30 00:19:00,1,Africa,Gabon,00:00,Thursday
52.68,39,42993.48,109.29,Total cohesive moratorium,Male,Luxembourg,2016-06-20 14:20:00,1,Europe,Luxembourg,14:00,Monday
37.87,38,70582.55,130.83,Monitored executive architecture,Male,Western Sahara,2016-04-17 19:10:00,1,Africa,Western Sahara,19:00,Sunday
51.87,37,53058.91,217.37,Robust uniform framework,Female,Moldova,2016-06-05 07:54:00,1,Europe,Moldova,07:00,Sunday
72.8,38,72203.96,196.61,Front-line methodical utilization,Male,Niger,2016-03-02 04:02:00,0,Africa,Niger,04:00,Wednesday
38.37,32,38609.2,172.83,Focused upward-trending core,Male,Chile,2016-03-31 20:55:00,0,South America,Chile,20:00,Thursday
63.26,34,20592.99,126.95,Cloned explicit middleware,Male,Namibia,2016-03-15 19:35:00,0,Africa,Namibia,19:00,Tuesday
60.83,36,32549.95,109.07,Self-enabling optimal initiative,Male,French Polynesia,2016-04-27 04:28:00,1,Oceania,France,04:00,Wednesday
80.71,29,61172.07,216.49,Sharable reciprocal project,Male,Algeria,2016-01-05 07:52:00,0,Africa,Algeria,07:00,Tuesday
80.51,42,57868.44,199.43,Face-to-face mission-critical definition,Male,Czech Republic,2016-05-19 14:30:00,1,Europe,Czech Republic,14:00,Thursday
66.08,52,33951.63,186.37,Customizable tangible hierarchy,Male,Portugal,2016-04-04 08:19:00,1,Europe,Portugal,08:00,Monday
82.07,48,43974.49,212.38,Polarized tangible collaboration,Female,Hungary,2016-07-17 01:13:00,1,Europe,Hungary,01:00,Sunday
51.24,36,29398.61,141.52,Up-sized incremental encryption,Female,Liechtenstein,2016-05-08 22:24:00,0,Europe,Liechtenstein,22:00,Sunday
55.6,35,42993.48,161.16,Total cohesive moratorium,Male,French Southern Territories,2016-05-31 09:06:00,1,Antarctica,France,09:00,Tuesday
59.22,40,73882.91,191.82,Inverse local hub,Female,Greenland,2016-02-28 23:10:00,0,North America,Greenland,23:00,Sunday
41.73,23,56725.47,217.37,Synchronized user-facing core,Male,Czech Republic,2016-05-31 23:32:00,0,Europe,Czech Republic,23:00,Tuesday
59.51,30,58677.69,184.88,Multi-lateral multi-state encryption,Female,Qatar,2016-01-05 20:58:00,0,Asia,Qatar,20:00,Tuesday
46.14,28,73608.99,217.37,Managed zero tolerance concept,Male,Czech Republic,2016-02-14 10:06:00,1,Europe,Czech Republic,10:00,Sunday
50.19,40,73882.91,221.98,Reactive composite project,Male,Indonesia,2016-07-13 16:12:00,0,Asia,Indonesia,16:00,Wednesday
65.77,34,34191.23,114.53,Cloned explicit middleware,Male,Equatorial Guinea,2016-03-11 00:05:00,1,Africa,Equatorial Guinea,00:00,Friday
44.78,38,71455.62,154.75,Virtual bandwidth-monitored initiative,Female,Lao People's Democratic Republic,2016-07-19 12:05:00,1,Asia,Lao People's Democratic Republic,12:00,Tuesday
80.3,49,39031.89,195.69,Advanced 24/7 productivity,Male,Australia,2016-04-04 20:01:00,1,Oceania,Australia,20:00,Monday
46.2,28,71222.4,139.01,Inverse local hub,Female,Gabon,2016-05-06 21:07:00,0,Africa,Gabon,21:00,Friday
65.77,28,57739.03,217.37,Organized global flexibility,Male,Luxembourg,2016-05-19 11:16:00,0,Europe,Luxembourg,11:00,Thursday
79.52,41,52011.0,126.39,Synergistic reciprocal attitude,Female,Micronesia,2016-04-15 15:07:00,1,Oceania,Micronesia,15:00,Friday
56.39,40,73882.91,229.22,Managed 6thgeneration hierarchy,Male,Uzbekistan,2016-01-17 18:45:00,1,Asia,Uzbekistan,18:00,Sunday
73.49,26,74903.41,131.68,Stand-alone eco-centric system engine,Male,Madagascar,2016-01-08 19:38:00,0,Africa,Madagascar,19:00,Friday
41.73,28,60309.58,172.81,Re-engineered non-volatile neural-net,Female,China,2016-05-19 14:30:00,1,Asia,China,14:00,Thursday
55.6,32,55424.24,178.92,Business-focused transitional solution,Male,Chile,2016-01-09 03:45:00,0,South America,Chile,03:00,Saturday
40.67,36,60812.77,229.88,Universal 24/7 implementation,Male,Norway,2016-04-07 15:18:00,1,Europe,Norway,15:00,Thursday
54.88,43,55642.32,163.48,Optimized upward-trending productivity,Male,Turkey,2016-04-03 21:13:00,1,Asia,Turkey,21:00,Sunday
82.07,43,53922.43,121.28,Devolved zero administration intranet,Female,Bangladesh,2016-04-17 21:39:00,1,Asia,Bangladesh,21:00,Sunday
82.07,22,74535.94,185.46,Extended systemic policy,Female,Angola,2016-07-03 04:11:00,0,Africa,Angola,04:00,Sunday
44.33,31,27262.51,212.87,Phased hybrid superstructure,Female,Micronesia,2016-04-12 03:26:00,1,Oceania,Micronesia,03:00,Tuesday
72.97,25,50671.6,178.85,Multi-channeled scalable moratorium,Male,Puerto Rico,2016-03-18 13:00:00,0,North America,Puerto Rico,13:00,Friday
84.98,39,74623.27,212.87,Managed zero tolerance concept,Male,French Polynesia,2016-07-08 03:47:00,0,Oceania,France,03:00,Friday
55.6,35,42993.48,221.18,Optional multi-state hardware,Male,Myanmar,2016-03-18 13:22:00,0,Asia,Myanmar,13:00,Friday
55.6,24,50055.33,137.63,Up-sized bifurcated capability,Male,Algeria,2016-03-18 13:22:00,1,Africa,Algeria,13:00,Friday
80.3,49,54755.71,195.69,Streamlined homogeneous analyzer,Male,Afghanistan,2016-04-04 20:01:00,1,Asia,Afghanistan,20:00,Monday
37.0,30,57877.15,202.61,Business-focused transitional solution,Male,Bolivia,2016-05-08 10:25:00,0,South America,Bolivia,10:00,Sunday
82.07,22,54774.77,131.68,Profit-focused secondary portal,Female,Angola,2016-02-19 20:49:00,0,Africa,Angola,20:00,Friday
89.34,29,49850.52,115.6,Synergized context-sensitive database,Female,New Caledonia,2016-01-27 18:25:00,1,Oceania,New Caledonia,18:00,Wednesday
70.29,26,46033.73,207.17,De-engineered tertiary secured line,Male,Hong Kong,2016-01-03 07:13:00,0,Asia,Hong Kong,07:00,Sunday
73.1,26,51463.17,131.68,Optional secondary access,Female,Angola,2016-05-15 13:18:00,0,Africa,Angola,13:00,Sunday
34.78,36,32549.95,115.26,Ameliorated actuating workforce,Male,Belize,2016-07-13 16:12:00,1,North America,Belize,16:00,Wednesday
46.61,42,43241.19,143.13,Enhanced optimizing website,Female,Rwanda,2016-04-06 11:24:00,1,Africa,Rwanda,11:00,Wednesday
55.6,32,38609.2,172.83,Focused upward-trending core,Male,Latvia,2016-04-28 22:54:00,0,Europe,Latvia,22:00,Thursday
47.48,29,49850.52,216.49,Re-engineered optimal policy,Female,Senegal,2016-01-16 16:40:00,0,Africa,Senegal,16:00,Saturday
65.56,52,33951.63,186.37,Self-enabling local strategy,Female,Belgium,2016-04-04 08:19:00,1,Europe,Belgium,08:00,Monday
71.84,39,37334.78,258.62,Cloned object-oriented benchmark,Female,Liechtenstein,2016-02-03 07:59:00,1,Europe,Liechtenstein,07:00,Wednesday
80.31,34,20592.99,133.42,Right-sized mobile initiative,Female,Czech Republic,2016-05-19 14:30:00,0,Europe,Czech Republic,14:00,Thursday
89.05,49,64564.07,187.76,Robust logistical utilization,Male,Czech Republic,2016-01-15 19:40:00,1,Europe,Czech Republic,19:00,Friday
69.15,36,76003.47,140.46,Up-sized incremental encryption,Female,El Salvador,2016-01-03 16:01:00,1,North America,El Salvador,16:00,Sunday
79.6,23,25739.09,172.81,Function-based transitional complexity,Female,Serbia,2016-04-27 04:28:00,0,Europe,Serbia,04:00,Wednesday
72.01,25,50506.44,202.18,Multi-layered fresh-thinking neural-net,Female,Qatar,2016-01-03 07:13:00,0,Asia,Qatar,07:00,Sunday
46.61,43,57868.44,163.48,Reverse-engineered maximized focus group,Female,Bangladesh,2016-04-17 21:39:00,1,Asia,Bangladesh,21:00,Sunday
52.84,42,57868.44,178.75,Enhanced optimizing website,Male,Czech Republic,2016-04-06 11:24:00,1,Europe,Czech Republic,11:00,Wednesday
52.68,32,55424.24,172.83,Focused upward-trending core,Female,Chile,2016-04-28 22:54:00,0,South America,Chile,22:00,Thursday
84.45,49,39031.89,195.69,Managed client-server access,Male,Australia,2016-04-04 20:01:00,1,Oceania,Australia,20:00,Monday
60.23,41,57846.68,217.68,Synergistic reciprocal attitude,Male,Turkey,2016-05-31 23:42:00,1,Asia,Turkey,23:00,Tuesday
74.06,23,47051.02,217.37,Sharable reciprocal project,Male,Czech Republic,2016-06-17 17:11:00,0,Europe,Czech Republic,17:00,Friday
51.56,29,56113.37,196.61,Persevering reciprocal firmware,Female,Saint Vincent and the Grenadines,2016-01-27 18:25:00,1,North America,Saint Vincent and the Grenadines,18:00,Wednesday
77.6,29,69646.35,167.41,Managed client-server access,Male,Sri Lanka,2016-02-09 05:28:00,0,Asia,Sri Lanka,05:00,Tuesday
59.51,53,66574.0,195.89,Networked stable array,Male,Bolivia,2016-03-23 06:00:00,1,South America,Bolivia,06:00,Wednesday
60.23,43,60575.99,198.45,Reverse-engineered maximized focus group,Male,Northern Mariana Islands,2016-04-03 21:13:00,1,Oceania,United States of America,21:00,Sunday
68.88,23,58953.01,222.87,Cross-group systemic customer loyalty,Female,Gabon,2016-03-20 02:44:00,0,Africa,Gabon,02:00,Sunday
42.04,37,58235.21,217.37,Managed client-server access,Male,Australia,2016-07-21 10:01:00,0,Oceania,Australia,10:00,Thursday
82.07,48,34418.09,201.15,Function-based context-sensitive secured line,Male,Australia,2016-03-30 23:40:00,1,Oceania,Australia,23:00,Wednesday
89.05,50,57868.44,163.48,Reverse-engineered maximized focus group,Female,Bangladesh,2016-02-20 20:47:00,1,Asia,Bangladesh,20:00,Saturday
43.49,37,68448.94,195.69,Devolved human-resource circuit,Female,Australia,2016-02-17 07:00:00,1,Oceania,Australia,07:00,Wednesday
80.47,45,76480.16,137.24,Enhanced homogeneous moderator,Male,Norway,2016-01-23 18:59:00,1,Europe,Norway,18:00,Saturday
37.0,30,70492.6,113.69,Public-key bi-directional Graphical User Interface,Male,Bolivia,2016-03-23 06:00:00,1,South America,Bolivia,06:00,Wednesday
55.6,39,38067.08,140.46,Distributed cohesive migration,Female,Egypt,2016-06-10 00:35:00,0,Africa,Egypt,00:00,Friday
52.68,35,54429.17,236.87,Future-proofed fresh-thinking conglomeration,Female,El Salvador,2016-06-29 02:48:00,1,North America,El Salvador,02:00,Wednesday
56.01,45,76480.16,137.24,Enhanced homogeneous moderator,Male,Norway,2016-03-05 12:03:00,1,Europe,Norway,12:00,Saturday
78.17,25,50671.6,183.85,Optional multi-state hardware,Male,Hong Kong,2016-04-07 15:18:00,1,Asia,Hong Kong,15:00,Thursday
67.56,27,36884.23,131.29,Reverse-engineered well-modulated capability,Male,Zimbabwe,2016-03-09 14:57:00,0,Africa,Zimbabwe,14:00,Wednesday
41.73,31,66348.95,211.39,Implemented asynchronous application,Male,Azerbaijan,2016-06-10 10:11:00,1,Asia,Azerbaijan,10:00,Friday
41.73,28,71222.4,217.37,Centralized logistical secured line,Female,Gabon,2016-05-04 12:06:00,0,Africa,Gabon,12:00,Wednesday
45.08,39,42993.48,221.79,Ergonomic methodical encoding,Male,Mayotte,2016-01-05 00:02:00,1,Africa,Mayotte,00:00,Tuesday
41.73,28,55121.65,217.37,Synchronized user-facing core,Male,United States Virgin Islands,2016-05-19 11:16:00,0,North America,United States Virgin Islands,11:00,Thursday
56.39,46,66504.16,231.95,Universal empowering adapter,Male,Switzerland,2016-07-20 13:21:00,1,Europe,Switzerland,13:00,Wednesday
68.01,40,38067.08,221.98,Versatile transitional monitoring,Female,Uganda,2016-02-27 12:34:00,1,Africa,Uganda,12:00,Saturday
37.0,30,57877.15,202.61,Realigned content-based leverage,Male,Bolivia,2016-05-08 10:25:00,0,South America,Bolivia,10:00,Sunday
37.87,41,57846.68,126.39,Face-to-face even-keeled website,Female,El Salvador,2016-05-12 20:57:00,1,North America,El Salvador,20:00,Thursday
41.73,23,61617.98,172.81,Synchronized user-facing core,Male,Czech Republic,2016-06-13 22:41:00,0,Europe,Czech Republic,22:00,Monday
